Height (in), Weight (lbs), Sex
69.78, 154.23, Male
66.69, 160.05, Male
65.77, 155.56, Male
66.24, 179.72, Female
66.08, 155.91, Female
61.29, 122, Female
61.06, 95, Female
63.24, 155.52, Female
62.28, 105.3, Female
63.86, 116.2, Female
63.49, 208.07, Female
62.77, 192.61, Female
72.3, 147.84, Male
61.55, 143.56, Female
65.27, 145.45, Female
73.04, 178.08, Male
72.14, 208.8, Male
65.51, 136.26, Female
64.07, 179.19, Female
70.46, 181.48, Male
64.27, 175.17, Female
74.69, 202.5, Male
59, 90.73, Female
67.47, 139.37, Male
63.66, 148.12, Female
58.15, 103.6, Female
65.43, 128.21, Female
65.07, 166.08, Male
64.24, 102.41, Female
62.13, 157.08, Female
61.63, 114.67, Female
66.26, 111.25, Male
67.03, 177.51, Male
69.16, 123.17, Male
67.38, 145.38, Male
71.76, 170.22, Male
65.04, 155.03, Male
65.85, 166.94, Female
65.32, 136.73, Female
72.77, 176.45, Male
68.71, 178.45, Male
63.29, 217.69, Female
66.08, 123.13, Female
70.76, 215.84, Male
67.9, 141.41, Male
67.62, 178.93, Female
60.73, 127.34, Female
72.23, 163.33, Male
72.82, 170.72, Male
67.31, 190.48, Male
70.2, 193.84, Male
70.24, 148.21, Male
67.56, 176.15, Male
64.07, 145.35, Female
72.31, 160.63, Male
64.33, 150.84, Male
63.76, 174.03, Female
58.07, 145.49, Female
69.13, 134.6, Male
63.1, 171.55, Male
65.2, 139.42, Female
69.83, 160.72, Male
57.84, 131.51, Female
73.82, 186.54, Male
64.98, 126.29, Female
67.77, 163.2, Male
69.82, 172.05, Male
66.02, 130.34, Female
60.15, 218.57, Female
74.97, 209.15, Male
65.26, 129.68, Female
64.71, 130.61, Female
61.38, 152.83, Female
67.37, 157.22, Male
63.97, 169.72, Female
71.65, 191.61, Male
66.28, 134.48, Female
72.5, 219.74, Male
58.17, 113.4, Female
70.79, 131.53, Male
72.21, 153.04, Male
68.64, 148.89, Male
66.18, 156.49, Male
71.64, 199.87, Male
59.42, 112.99, Female
62, 140.4, Female
66.97, 157.89, Male
71.06, 181.25, Male
66.06, 191.38, Male
63.74, 122.11, Female
66.56, 137.03, Female
68.94, 181.16, Male
68.54, 147.65, Male
67.2, 163.84, Male
65.38, 187.28, Female
67.52, 134.51, Male
68.35, 149.61, Male
69.01, 207.42, Male
73.59, 201.75, Male
71.43, 178.02, Male
68.4, 178.78, Male
74.28, 209.46, Male
61.61, 131.33, Female
66.1, 134.04, Male
62.65, 115.71, Female
61.35, 135.04, Female
61.82, 175.48, Female
71.79, 172.99, Male
63.08, 132.12, Female
65.78, 185.25, Female
72.1, 204.3, Male
69.84, 207.13, Male
62.15, 136.46, Female
63.67, 120.04, Female
69.92, 140.56, Male
71.65, 199.66, Male
60.04, 146.48, Female
68.19, 149.77, Male
61.63, 159.61, Female
66, 110.09, Female
69.64, 156.15, Male
70.03, 201.52, Male
67.96, 172.93, Male
65.36, 124.15, Female
64.25, 176.15, Male
67.11, 115.65, Female
64.28, 123.16, Female
68.2, 182.18, Male
62.35, 157.78, Male
65.12, 186.23, Male
64.59, 100.81, Female
61.4, 122.96, Female
69.89, 193.81, Male
70.3, 200.08, Male
60.49, 130.42, Female
64.3, 145.35, Female
70.27, 156.83, Male
66.37, 161.43, Male
72.43, 157.63, Male
71.02, 154.84, Male
66.56, 170.73, Male
70.04, 166.54, Male
64.75, 153.44, Male
71.45, 215.83, Male
65.99, 142.92, Male
67.82, 138.92, Female
50.51, 94.82, Female
68.72, 155.86, Male
63.01, 155.36, Male
62.46, 140.77, Female
73.2, 198.86, Male
64.27, 145.85, Female
67.25, 189.96, Male
70.78, 140.62, Male
58.34, 158.46, Female
65.48, 151.19, Male
60.87, 159.28, Female
62.11, 111.4, Female
63.79, 95.35, Female
69.55, 140.42, Male
66.96, 153.3, Male
60, 176.27, Female
69.6, 137.91, Male
65.9, 156.19, Female
64.69, 183.61, Female
66.98, 154.65, Female
63.25, 110.26, Female
65.03, 144.71, Female
64.39, 139.07, Female
65.89, 159.79, Male
65.81, 150.69, Male
66.22, 121.11, Female
69.56, 159.73, Male
70.5, 208.21, Male
62.19, 146.85, Female
76.93, 184.91, Male
65.57, 136.21, Female
67.07, 178.58, Male
63.95, 115.93, Female
62.76, 150.03, Female
61.1, 150.38, Female
68.43, 191.34, Male
68.66, 196.82, Male
69.67, 202.48, Male
70.61, 190.2, Male
61.13, 179.97, Female
63.27, 209.76, Female
70.38, 174.66, Male
71.4, 146.46, Male
72.83, 111.88, Male
65.2, 148.88, Male
68.68, 212.17, Male
62.77, 119.42, Female
70.77, 193.46, Male
59.05, 124.56, Female
67.56, 172.08, Male
69.84, 150.81, Male
70.24, 183.41, Male
68.8, 188.07, Male
72.09, 168.57, Male
65.57, 182.01, Male
65.94, 150.63, Female
64.59, 194.45, Female
72.73, 167.45, Male
68.83, 175.31, Male
66.15, 175.26, Male
70.99, 184.36, Male
62.84, 101.85, Female
65.08, 125.8, Female
64.04, 116.31, Female
74.48, 225.8, Male
63.13, 116.05, Female
65.42, 122.91, Female
66.53, 133.01, Female
61.15, 115.89, Female
76.38, 207.06, Male
69.33, 216.3, Male
70.4, 161.15, Male
72.5, 197.49, Male
66.07, 176.35, Male
68.67, 141.77, Male
65.57, 132.35, Female
62.07, 149.99, Male
61.73, 123.29, Female
66.62, 161.94, Female
68.58, 224.91, Male
65.68, 173.53, Female
65.61, 159.19, Male
66.04, 186.99, Female
72.6, 176.46, Male
62.46, 145.06, Male
67.84, 175.06, Male
61.62, 110.17, Female
60.89, 144.7, Female
61.57, 121.49, Female
64.65, 126.8, Female
59.03, 117.72, Female
62.88, 128.35, Female
73.34, 183.2, Male
62.69, 123.68, Female
71.78, 157.8, Male
69.08, 165.17, Male
69.37, 145.81, Female
72.76, 214.77, Male
70.51, 214.32, Male
69.75, 157.15, Male
67.93, 124.35, Female
70.39, 204.71, Male
60.23, 167.49, Female
67.88, 176.72, Male
62.87, 219.45, Female
71.09, 155.83, Male
67.65, 207.53, Male
63.58, 135.58, Female
66, 166.06, Male
71.29, 205.9, Male
66.8, 135.32, Male
76.96, 207.92, Male
61.49, 182.16, Female
68.01, 189.1, Male
67.75, 165.95, Male
59.37, 144.6, Female
68.51, 124.56, Female
72.98, 170.16, Male
68.11, 181.06, Male
64.52, 150.47, Male
64.89, 134.09, Female
63.37, 154.12, Female
67.05, 141.16, Female
63.89, 119.84, Female
72.47, 168.46, Male
63.82, 197.87, Female
71.97, 216.64, Male
62.63, 137.47, Female
65.99, 148.77, Female
70.18, 167.98, Male
69.19, 176.58, Male
69.7, 175.54, Male
67.09, 160.7, Male
62.13, 107.34, Female
72.74, 172.82, Male
64.12, 133.68, Female
72.73, 224.13, Male
61.27, 103.05, Female
65.31, 185.47, Male
59.07, 135.9, Female
60.6, 163.48, Male
60.29, 145.54, Female
68.24, 177.78, Male
64.56, 114.49, Female
60.33, 174.94, Female
68.32, 140.05, Female
66.99, 162.39, Male
67.28, 174.58, Female
66.24, 214.32, Female
68.21, 115.16, Male
69.68, 140.14, Male
69.29, 151.3, Male
72.92, 162.67, Male
64.83, 130.8, Female
61.87, 141.15, Female
65.05, 162.93, Male
63.42, 105.07, Female
63.35, 173.21, Female
61.78, 105.7, Female
69.16, 120.91, Female
70.89, 185.18, Male
69.55, 169.07, Male
65.04, 189.06, Female
63.4, 217.81, Female
62.78, 122.33, Male
65.24, 158.99, Male
59.16, 144.83, Female
66.16, 158.02, Male
64.44, 172.68, Female
64.29, 147.49, Female
59.6, 92.57, Female
60.37, 129.69, Female
63.62, 160.77, Female
65.85, 190.4, Male
67.29, 149.27, Male
66.15, 145.39, Male
72.76, 197.09, Male
72.87, 186.49, Male
68.3, 140.64, Male
69.52, 197.86, Female
67.41, 159.91, Female
61.68, 122.06, Female
72.95, 161.16, Male
66.02, 137.99, Female
62.45, 199.95, Female
68.52, 165.35, Male
66.48, 178.4, Male
65.83, 141.93, Female
65.07, 134.53, Male
60.45, 81.24, Female
67.62, 130.47, Female
69.27, 190.24, Male
66.94, 123.58, Female
64.5, 139.9, Female
69.33, 190.09, Male
69.73, 175.63, Male
73.47, 198.87, Male
67.98, 169.45, Male
73.9, 213.72, Male
58.51, 116.63, Female
65.79, 155.16, Male
64.78, 139.24, Female
66.13, 137.49, Female
70.61, 138.34, Male
67.42, 130.27, Female
64.02, 174.03, Male
67.68, 130.64, Female
64.24, 180.11, Female
68.55, 179.75, Male
62.56, 143.23, Male
69.63, 175.81, Male
62.11, 148.04, Female
69.85, 223.43, Male
66.71, 147.88, Male
61.33, 136.67, Female
66.09, 133.89, Female
64.46, 130.53, Male
72.48, 167.78, Male
63.36, 136.9, Female
63.36, 218.88, Female
63.04, 117.29, Female
63.46, 132.37, Female
70.74, 175.3, Male
57.68, 117.63, Female
58.09, 155.15, Female
68.04, 163.61, Male
68.18, 163.44, Male
63.08, 136.93, Female
69.4, 164.81, Male
67.69, 152.82, Male
61.47, 121.34, Female
68.81, 123.44, Male
69.24, 143.47, Male
74.5, 190.1, Male
72.79, 209, Male
64.98, 139.16, Female
65.12, 183.65, Male
65.81, 160.44, Female
68.42, 169.82, Male
61.33, 120.59, Female
67.93, 146.78, Male
67.63, 129.09, Female
60.58, 156.74, Female
60.56, 110.22, Female
69.68, 188.92, Male
63.46, 115.61, Male
69.02, 157.38, Male
63.01, 159.98, Female
70.91, 188.18, Male
66.91, 116.28, Female
61.82, 155.84, Female
65.55, 163.49, Male
65.38, 136.76, Male
69.49, 179.92, Male
67.75, 228.4, Male
62.79, 133.27, Female
62.49, 148.31, Female
64.03, 101.7, Female
62.15, 164.62, Female
66.96, 158.94, Male
62.63, 157.96, Female
67.85, 177.37, Male
69.67, 140.45, Male
61.02, 120.88, Female
65.62, 180.63, Male
69.47, 136.6, Male
68.11, 141.24, Male
61.28, 110.44, Female
69.9, 157.83, Male
62.25, 105.92, Female
67.48, 181.26, Male
71.17, 189.94, Male
71.63, 209.95, Male
70.03, 149.72, Male
69.15, 163.99, Male
67.79, 166.17, Female
70.92, 171.58, Female
65.73, 180.69, Male
70.62, 150.28, Male
66.21, 145.28, Female
67.91, 148.14, Female
61.3, 196.65, Female
59.83, 198.88, Female
69.53, 154.71, Male
64.29, 126.24, Female
69.82, 193.85, Male
64.37, 125.46, Female
69.78, 183.57, Male
72.69, 114.49, Male
72.88, 170.88, Male
65.35, 192.58, Female
68.4, 154.29, Male
67.35, 116.46, Female
62.85, 128.57, Male
63.14, 146.47, Female
63.28, 128.06, Female
64.93, 146.93, Female
67.1, 163.47, Male
66.08, 127.75, Female
66.16, 118.07, Female
67.42, 163.77, Male
68.78, 159.67, Male
65.89, 119.37, Female
66.19, 101.4, Female
67.48, 117.06, Female
67.18, 186.62, Male
64.85, 154.74, Female
66.48, 131.49, Female
60.74, 129.57, Female
70, 166.49, Male
60.04, 136.78, Female
69.37, 157.52, Male
69.95, 142.1, Male
62.29, 134.6, Male
64.75, 148.64, Female
67.89, 177.32, Female
68.81, 134.26, Female
69.88, 153.25, Male
71.27, 216.26, Male
64.86, 148.69, Female
68.43, 161.6, Male
64.77, 134.11, Female
64.94, 137.73, Female
68.38, 179.97, Male
71.43, 197.89, Male
70.67, 170.59, Male
73.13, 153.13, Male
69.6, 165.79, Female
62.96, 129.29, Female
63.46, 179.61, Male
67.43, 124.91, Male
68.85, 178.22, Male
61.62, 132.08, Female
58.33, 163.28, Female
58.32, 98.12, Female
63.53, 156.98, Male
70.12, 165.18, Male
65.92, 140.15, Female
71.01, 170.22, Male
64.65, 108.83, Female
64.21, 159.26, Female
68.41, 178.06, Male
69.61, 171.27, Male
60.55, 145.1, Male
54.2, 127.33, Female
66.32, 168, Female
57.72, 137.27, Male
67.29, 152.98, Male
65.92, 138.57, Female
69.74, 215.21, Male
72.39, 170.16, Male
67.34, 179.1, Male
62.6, 189.24, Female
64.74, 121.95, Female
59.04, 172.32, Female
65.06, 166.8, Male
68.31, 130.31, Male
62.14, 171.95, Female
72.49, 188.38, Male
74.88, 199.5, Male
62.35, 91.11, Female
74.71, 193.06, Male
65.5, 146.19, Female
67.53, 164.96, Male
66.57, 110.17, Female
63.67, 127.41, Female
62.49, 152.9, Female
71.7, 189.67, Male
67.08, 134.85, Male
64.43, 126.89, Female
68.1, 163.21, Male
66.74, 130.64, Female
69.58, 168.95, Male
61.18, 144.49, Female
59.27, 125.53, Female
73.98, 199.98, Male
61.38, 150.16, Female
65.3, 153.88, Male
64.02, 129.1, Female
66.1, 120.95, Male
62.85, 122.39, Female
70.69, 172.25, Male
62.64, 139.37, Female
63.73, 101.39, Female
70.8, 166.2, Male
61.78, 125.52, Female
72.45, 144.79, Male
67.52, 173.81, Male
56.24, 149.08, Female
72.56, 172.4, Male
64.71, 144.53, Female
66.42, 147.63, Male
62.14, 192.69, Female
68.66, 145.64, Male
66.38, 123.05, Female
70.57, 140.61, Male
62.18, 174.75, Female
67.36, 120.46, Female
65.66, 156.25, Female
60.47, 198.37, Male
61.06, 188.51, Female
62.68, 118.11, Female
70.19, 215.06, Male
63.82, 128.61, Male
66.38, 162.21, Male
69.37, 167.64, Male
68.89, 189.27, Female
66.44, 126.79, Male
66.78, 216.84, Female
63.32, 206.94, Female
60.8, 144.71, Female
70, 136.9, Male
69.21, 177.07, Male
63.82, 171.55, Female
65.31, 171.37, Male
62.6, 105.88, Female
68.89, 143.45, Female
63.47, 149.5, Female
67.95, 205.09, Female
58.45, 152.18, Female
69.54, 207.27, Male
61.41, 147.16, Female
71.95, 169.85, Male
62.71, 151.59, Female
70.37, 215.08, Male
59.2, 118.57, Female
65.52, 158.56, Male
72.39, 167.64, Male
63.13, 201.89, Female
65.82, 122.38, Female
65.6, 125.14, Female
60.89, 115.51, Female
72.31, 217.48, Male
63.64, 136.47, Female
68.48, 179.47, Male
62.95, 128.4, Female
63.13, 176.91, Female
73.34, 176.91, Male
65.91, 159.24, Female
65.37, 119.12, Female
68.01, 171.58, Male
64.4, 126.08, Female
67.74, 152.93, Male
72.05, 206.55, Male
63.76, 128.45, Female
68.93, 200.22, Male
60.08, 91.26, Female
68.02, 199.63, Male
68.4, 170.61, Male
70.58, 150.53, Male
69.5, 154.53, Male
64.97, 117.68, Female
65.3, 157.07, Female
68.83, 160.57, Male
63.04, 105.7, Female
63.67, 152.26, Female
64.49, 161.74, Female
67.77, 141.09, Male
63.01, 109.74, Female
65.66, 174.22, Male
63.89, 145.82, Female
65.31, 123.08, Female
64.63, 171.91, Male
65.73, 129.57, Female
65.2, 147.56, Female
69.39, 175.74, Male
67.85, 144.61, Female
62.89, 100.57, Female
64.93, 161.05, Male
62.31, 115.02, Female
62.04, 113.42, Female
62.4, 114.9, Female
69.05, 135.86, Female
63.57, 138.6, Female
64.25, 180.84, Female
73.96, 180.65, Male
66.7, 130.61, Male
58.09, 97.58, Female
67.78, 119.38, Female
57.53, 163.61, Male
69.98, 182.31, Male
66.7, 163.84, Male
70.32, 148.66, Male
69.96, 205.96, Male
66.95, 135.05, Female
65.07, 168.94, Male
62.6, 126.48, Female
67.06, 198.73, Male
63.61, 134.2, Female
65.8, 130.71, Female
71.62, 187.88, Male
67.51, 181.8, Female
64.61, 189.55, Female
70.86, 166.79, Male
68.11, 139.48, Male
64.08, 113.52, Female
60.03, 150.44, Female
63.27, 160.4, Female
69.72, 218.46, Male
66.68, 126.68, Male
62.64, 112.35, Female
66.41, 140.83, Female
62.82, 119.56, Female
73.32, 181.82, Male
65.76, 126.93, Female
58.15, 106.34, Female
63.09, 120.24, Female
69.57, 173.27, Male
69.14, 170.77, Male
67.24, 203.12, Male
60.02, 125.33, Female
69.92, 178.44, Male
72.92, 187.36, Male
65.61, 215.99, Female
67.52, 131.78, Female
64.19, 132.04, Female
69.21, 222.58, Male
67.29, 162.45, Male
71.22, 162.19, Male
74.65, 199.41, Male
61.07, 114.98, Female
64.54, 135.82, Female
65.2, 108.71, Female
64.68, 131.36, Male
71.76, 182.06, Male
63.73, 114.47, Female
65.67, 166.43, Male
62.28, 131.41, Male
65.78, 150.67, Female
67.96, 142.15, Female
67.88, 114.95, Female
70.16, 166.77, Male
59.03, 112.97, Female
63.74, 143.88, Female
60.78, 92.26, Female
70.33, 158.9, Male
66.12, 159.89, Male
61.96, 116.19, Female
63.92, 103.3, Female
60.56, 95.93, Female
67.74, 188.57, Male
67.77, 193.63, Male
70.07, 199.35, Male
64.96, 104.19, Female
69.46, 133.55, Female
63.99, 93.43, Female
65.98, 103.65, Female
76.75, 202.45, Male
68.18, 132.09, Female
69.62, 204.21, Male
64.58, 133.93, Male
71.6, 156.45, Male
77.93, 195.97, Male
65.68, 135.94, Female
67.41, 181.29, Male
64.05, 138.74, Female
65.41, 128.14, Female
66.83, 127.71, Female
58.69, 115.62, Female
69.7, 194.31, Male
66.62, 148.5, Male
59.84, 106.36, Female
61.36, 214.51, Female
62.79, 131.83, Female
64.97, 170.83, Male
70, 122.56, Male
61.32, 144.11, Female
64.74, 156.61, Male
63.06, 143.52, Female
62.38, 122.3, Female
62.46, 117.71, Female
69.76, 181.77, Male
69.07, 144.64, Male
61.75, 133.5, Female
62.84, 126.08, Male
64.13, 125.54, Male
65.35, 147.57, Male
63.55, 145.21, Female
63.43, 114.93, Female
68.14, 183.11, Male
64.25, 159.99, Male
64.73, 138.82, Female
61.74, 163.63, Female
71.95, 164.47, Male
61.73, 189.26, Female
71.52, 146.55, Male
70.9, 170.63, Male
65.48, 126.76, Female
71.24, 164.48, Male
64.99, 134.1, Male
64.4, 131.25, Female
63.19, 104.63, Female
66.95, 141.93, Female
62.97, 133.87, Female
65.8, 124.92, Female
66.37, 161.9, Male
68.51, 180.01, Male
62.78, 94.18, Female
62.33, 164.12, Female
65.18, 171.57, Male
67.3, 209.04, Female
65.78, 146.55, Female
70.92, 192.59, Male
69.42, 215.65, Male
65.94, 128.05, Male
68.16, 135.83, Female
63.69, 142.2, Male
69.45, 176.2, Male
64.9, 158.98, Female
67.31, 156.95, Male
67.35, 139.21, Male
66.98, 113.14, Female
67.92, 177.34, Male
64.33, 138.43, Female
64.8, 164.78, Male
65.29, 158.14, Male
59.94, 100.87, Female
65.41, 176.01, Female
70.68, 228.95, Male
67, 142.47, Female
61.57, 122.88, Female
66.46, 148.39, Male
67.65, 161.72, Male
72.13, 193.12, Female
63.78, 114.91, Female
60.63, 138.47, Female
62.72, 108.74, Female
61.71, 115.1, Female
68.8, 178.58, Male
63.4, 130.85, Female
72.08, 160.14, Male
70.75, 147.35, Male
68.7, 142.11, Male
57.14, 138.58, Female
72.77, 175.26, Male
62.05, 119.05, Female
69.45, 160.6, Male
62.52, 120.9, Female
65.75, 127.59, Male
61.08, 147.09, Female
71.58, 197.17, Male
71.81, 162.14, Male
66.53, 134.11, Female
66.93, 144.69, Male
71.23, 157.2, Male
62.96, 187.84, Female
71.16, 164.98, Male
59.32, 132.03, Female
63.5, 129.44, Male
64.32, 189.33, Female
64.68, 133.55, Female
63.65, 123.28, Female
69.85, 200.75, Male
70.65, 150.36, Male
65.52, 142.9, Male
64.91, 153.03, Male
68.13, 153, Female
61.25, 142.68, Female
61.95, 123.99, Female
63.2, 151.17, Female
65.75, 176.01, Female
65.79, 157.7, Female
62.4, 113.26, Female
61.76, 151.83, Female
67.04, 142.84, Female
69.07, 164.82, Male
58.79, 151.98, Female
68.4, 180.02, Male
66.75, 176.64, Male
73.82, 215.57, Male
67.15, 164.91, Female
76.92, 173.02, Male
69.99, 167.16, Male
64.18, 134.22, Female
65.67, 134.61, Female
71.98, 183.19, Male
62.05, 132.81, Female
61.37, 119.7, Female
69.55, 182.13, Male
72.6, 188.85, Male
71.91, 158.91, Male
63.19, 153.4, Female
66.01, 174.51, Male
66.34, 125.83, Male
73.62, 221.6, Male
68.92, 145.63, Male
65.23, 128.22, Female
67.97, 150.91, Male
68.36, 135.8, Female
62.63, 134.93, Female
64.19, 117.96, Female
73.19, 197.74, Male
63.49, 93.46, Female
69.92, 127.23, Male
71.41, 187.54, Male
65.07, 183.49, Male
65.06, 139.55, Female
63.68, 107.45, Female
66.48, 196.32, Female
74.48, 178.89, Male
63.1, 115.63, Female
66.08, 120.85, Female
69.3, 169.07, Male
70.22, 184.48, Male
63.74, 167.41, Female
63.4, 142.5, Female
57.09, 73.13, Female
61.18, 164.04, Female
72.16, 203.16, Male
59.38, 122.06, Female
58.73, 150.84, Female
65.93, 126.15, Female
61.64, 125.85, Female
65.58, 174.22, Female
61.52, 127.43, Female
67.63, 165.58, Female
65.98, 153.85, Male
69.8, 123.91, Male
70.25, 193.33, Male
63.45, 137.06, Female
67.09, 161.09, Male
65.83, 209.3, Female
69.95, 185.59, Male
76.88, 189.12, Male
67.2, 172.36, Male
65.32, 172.68, Male
65.71, 128.72, Female
67.03, 149.8, Male
63.84, 110.15, Female
60.15, 150.08, Female
61.45, 139.78, Female
67.74, 162.11, Female
68.7, 170.42, Male
61.2, 144.3, Female
66.99, 167.37, Female
70.7, 226.71, Male
59.86, 110.41, Female
69.31, 161.12, Male
73.96, 175.85, Male
72.31, 153.32, Male
64.43, 144.89, Male
67.31, 208.67, Male
72.51, 188.72, Male
72.86, 165.38, Male
73.72, 202.09, Male
65.74, 129.36, Female
69.52, 146.84, Female
63.74, 170.42, Male
75, 186.75, Male
61.94, 119.99, Female
68.54, 174.92, Male
71.33, 176.61, Male
69.36, 133.01, Male
68.87, 142.55, Male
67.2, 218.95, Male
64.54, 130.34, Female
63.29, 136.17, Female
72.97, 178.67, Male
68.24, 184.8, Male
66.08, 130.36, Female
66.86, 153.77, Male
62.08, 147.51, Male
61.19, 121.49, Female
67.6, 161.78, Male
66.55, 142.2, Female
69.05, 142.66, Male
64.98, 146.88, Male
65.45, 148.56, Female
68.73, 154.5, Male
69.51, 178.73, Male
62.39, 129.87, Female
68.04, 175.6, Male
69.72, 150.33, Male
65.85, 136.45, Female
70.29, 184.52, Male
69.16, 176.78, Male
62.95, 128.64, Female
69.05, 198, Male
70.32, 139.05, Male
70.75, 184.59, Male
67.12, 179.3, Female
65.68, 182.18, Female
62.05, 105.34, Female
66.34, 184.66, Male
70.76, 178.04, Male
67.98, 171.29, Male
60.5, 108.94, Female
63.44, 110.91, Female
61.19, 125.15, Female
64.28, 118.44, Female
71.99, 197.03, Male
60.21, 113.29, Female
72.31, 163.52, Male
67.31, 186.71, Female
63.69, 138.59, Female
67.43, 157.09, Female
68.56, 169.81, Male
65.13, 190.92, Female
67.43, 166.37, Male
69.53, 163.6, Female
66.77, 159.46, Male
62.15, 153.89, Female
72.15, 189.94, Male
71.83, 165.19, Male
70.83, 169.9, Male
59.92, 139.4, Female
58.53, 120.88, Female
68.72, 135.17, Female
60.79, 144.95, Female
65.32, 188.98, Male
70.79, 180.44, Male
65.5, 205.29, Male
69.92, 147.41, Male
70.99, 194.2, Male
68.58, 159.92, Male
65.8, 151.78, Female
71.23, 131.66, Male
64, 131.92, Male
68.91, 194.42, Male
67.51, 122.43, Male
64.55, 221.81, Male
62.13, 112.75, Female
65.42, 191.48, Male
70.15, 193.08, Male
60.94, 187.83, Female
68.68, 124.03, Male
59.41, 115.2, Female
70.89, 219.56, Male
66.2, 198.23, Male
62.24, 178.61, Female
58.87, 142.6, Female
61.13, 86.53, Female
64.85, 181.43, Female
72.01, 178.12, Male
63.03, 119.14, Female
61.38, 137.09, Female
68.22, 164.45, Female
65.92, 143.05, Male
62.84, 122.77, Female
62.32, 102.6, Female
65.78, 147.52, Male
65.88, 144.45, Male
72.05, 144.21, Male
69.47, 220.71, Male
63.78, 117.4, Female
69.33, 197.65, Male
65.59, 134.4, Female
64.91, 103.69, Female
61.86, 115.04, Female
67.01, 183.48, Female
63.08, 138.19, Female
65.11, 145.5, Female
71.72, 186.21, Male
71.37, 175.2, Male
70.05, 171.22, Male
57.69, 149.23, Female
65.25, 202.66, Male
68.31, 158.6, Male
61.73, 134.92, Female
69.62, 185.21, Male
65.73, 143.95, Female
72.77, 227.7, Male
60.58, 154.2, Female
61.86, 158.38, Female
60.44, 131.94, Female
62.28, 144.28, Female
61.8, 143.48, Female
62.01, 176.63, Female
72.79, 206.51, Male
73.38, 201.16, Male
60.68, 120.4, Female
61.84, 119.92, Female
70.64, 158.65, Male
69.88, 149.89, Male
67.87, 143.86, Male
63.43, 94.28, Female
65.23, 120.35, Female
61.15, 104.54, Female
70.45, 154.18, Male
69.84, 178.08, Male
69.28, 164.79, Male
75.14, 180.77, Male
70.85, 182.8, Male
61.76, 136.88, Female
70.9, 143.57, Male
69.1, 176.55, Male
67.55, 137.56, Male
68.39, 140.98, Male
67.61, 187.46, Female
76.83, 186.76, Male
71.3, 142.86, Male
72.27, 205.97, Male
67.87, 189.77, Male
68.52, 174.4, Female
63.57, 118.58, Female
65.97, 175.6, Female
69.78, 184.24, Male
71.72, 159.79, Male
66.41, 186.29, Male
64.59, 156.06, Male
67.36, 154.44, Male
77.59, 186.04, Male
64.94, 126.22, Female
65.88, 105.38, Female
66.15, 143.06, Female
65.15, 168.3, Female
66.97, 126.61, Female
68.55, 138.91, Female
63.24, 111.66, Female
57.41, 137.7, Female
62.26, 116.86, Female
68.01, 124.38, Female
62.7, 170.53, Female
69.94, 170.04, Male
67.33, 157.47, Female
63.29, 140.81, Female
68.31, 188.71, Male
67.06, 160.75, Male
64.36, 129.38, Female
71.87, 204.24, Male
76.71, 227.05, Male
62.18, 129.12, Female
68.31, 128.35, Male
62.5, 115.68, Female
62.35, 158.72, Female
60.07, 162.05, Female
71.01, 160.28, Male
66.87, 179.57, Female
69.88, 192.26, Male
67.25, 211.66, Female
65.42, 130.41, Female
62.43, 115.87, Female
66.08, 165.29, Female
66.83, 124.24, Female
64.67, 123.57, Female
67.22, 177.1, Male
63.01, 156.14, Female
66.81, 120.66, Male
59.55, 119.38, Female
62.99, 127.19, Female
69.68, 126.23, Female
66.41, 118.29, Female
70.22, 144.77, Male
68.53, 136.72, Male
65.37, 150.82, Male
71.05, 194.44, Male
68.67, 136.01, Female
64.34, 116.43, Female
69.2, 156.44, Male
60.47, 145.49, Female
66.06, 158.69, Male
63.77, 131.26, Female
58.96, 202.81, Female
58.56, 125.73, Female
72.23, 200.57, Male
67.81, 133.89, Male
68.12, 194.06, Male
65.35, 113.92, Female
65.28, 186.04, Female
68.03, 130.72, Male
58.02, 99.2, Female
70.27, 146.68, Male
61.68, 197.54, Female
68.26, 176.06, Male
63.36, 169.37, Female
64.53, 174.18, Female
63.25, 187.63, Female
62.85, 128.04, Male
64.29, 116.17, Female
70.95, 153.11, Male
65.5, 136.84, Female
69.41, 201.7, Male
72.5, 196.1, Male
71.16, 157.05, Male
70.05, 165.93, Male
63.51, 116.56, Female
61.21, 107, Female
63.82, 180.95, Female
65.47, 134.73, Female
62.2, 147.52, Female
69.01, 189.48, Male
63.18, 153.62, Female
67.94, 139.59, Female
68.44, 179.98, Male
62.8, 141.27, Female
72.95, 184.29, Male
56.42, 73.25, Female
64.51, 162.42, Male
62.31, 109.15, Female
68.31, 192.08, Male
68.75, 120.8, Male
66.2, 123.87, Male
63.52, 153.78, Male
64.25, 121.92, Male
68.69, 161.75, Male
69.26, 178.78, Male
61.28, 101.77, Female
69.37, 172.73, Male
67.72, 151.87, Male
66.82, 163.92, Male
66.77, 133.94, Female
68.1, 138.61, Male
74.25, 192.4, Male
65.69, 101.09, Female
63.95, 169.19, Female
64.76, 161.65, Male
69.18, 188.79, Male
64.74, 131.23, Female
66.44, 149.54, Female
60.66, 215.3, Female
62.84, 159.94, Female
63.86, 126.62, Female
65.67, 167.16, Male
64.53, 153.38, Female
69.02, 183.87, Male
69.4, 149.23, Female
68.18, 137.7, Male
74.2, 191.85, Male
67.76, 201.67, Male
65.13, 155.05, Female
71.92, 185.95, Male
68.99, 148.59, Male
